x,y_fit,slope,intercept,pearson_r
0.0,0.12451763886409815,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.0003892702951376602,0.1246369909477458,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.0007785405902753204,0.12475634303139346,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.0011678108854129806,0.12487569511504111,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.0015570811805506407,0.12499504719868877,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.0019463514756883008,0.12511439928233642,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.002335621770825961,0.12523375136598408,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.0027248920659636213,0.12535310344963171,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.0031141623611012814,0.12547245553327938,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.0035034326562389416,0.12559180761692704,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.0038927029513766017,0.1257111597005747,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.004281973246514262,0.12583051178422233,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.004671243541651922,0.12594986386787,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.005060513836789582,0.12606921595151765,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.005449784131927243,0.1261885680351653,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.005839054427064902,0.12630792011881295,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.006228324722202563,0.1264272722024606,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.006617595017340223,0.12654662428610827,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.007006865312477883,0.1266659763697559,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.007396135607615544,0.12678532845340357,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.007785405902753203,0.12690468053705123,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.008174676197890864,0.12702403262069886,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.008563946493028524,0.12714338470434652,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.008953216788166183,0.12726273678799419,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.009342487083303845,0.12738208887164185,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.009731757378441504,0.12750144095528948,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.010121027673579164,0.12762079303893714,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.010510297968716826,0.1277401451225848,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.010899568263854485,0.12785949720623244,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.011288838558992145,0.1279788492898801,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.011678108854129805,0.12809820137352776,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.012067379149267466,0.12821755345717542,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.012456649444405126,0.12833690554082305,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.012845919739542785,0.12845625762447072,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.013235190034680447,0.12857560970811838,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.013624460329818107,0.128694961791766,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.014013730624955766,0.12881431387541367,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.014403000920093426,0.12893366595906133,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.014792271215231087,0.129053018042709,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.015181541510368747,0.12917237012635663,0.3066046527013989,0.12451763886409815,0.26354198030030623
0.015570811805506407,0.1292917222100043,0.3066046527013989,0.12451763886409815,0.26354198030030623
