item_id,cefr_true,true_p_mid,alpha,beta,k_train,n_train,p_est,p_error,acc_test_mid,brier_test_mid,logloss_test_mid,acc_weak_test,acc_strong_test,gap_weak_strong_test,var_p,ci95_low,ci95_high,ci95_width,level_hat,band_hat_lo,band_hat_hi,d_to_boundary_hat,nearest_boundary_hat,learned_edges_q
195017,A1,0.8999999999999999,120.0,22.0,119,140,0.8450704225352113,-0.05492957746478866,0.8666666666666667,0.11602195331614101,0.3945285534090453,0.8666666666666667,0.8833333333333333,0.016666666666666607,0.0009155692551844109,0.7813892364501953,0.899559497833252,0.11817026138305664,L5,0.7816901408450704,0.8896713615023473,0.04460093896713602,0.8896713615023473,"0.119718,0.291080,0.453052,0.619718,0.781690,0.889671,0.950704"
195013,A2,0.7749999999999999,115.0,27.0,114,140,0.8098591549295775,0.034859154929577585,0.7833333333333333,0.17042584143357795,0.5248655694157768,0.7166666666666667,0.75,0.033333333333333326,0.001076834294449847,0.741607666015625,0.8698520660400391,0.12824440002441406,L5,0.7816901408450704,0.8896713615023473,0.028169014084507116,0.7816901408450704,"0.119718,0.291080,0.453052,0.619718,0.781690,0.889671,0.950704"
195057,A1,0.8999999999999999,127.0,15.0,126,140,0.8943661971830986,-0.00563380281690129,0.9,0.09003173973417973,0.3252536596783075,0.8333333333333334,0.8666666666666667,0.033333333333333326,0.0006606664511842056,0.839019775390625,0.9392232894897461,0.1002035140991211,L6,0.8896713615023473,0.9507042253521126,0.0046948356807513525,0.8896713615023473,"0.119718,0.291080,0.453052,0.619718,0.781690,0.889671,0.950704"
195030,A1,0.8999999999999999,125.0,17.0,124,140,0.8802816901408451,-0.019718309859154792,0.9333333333333333,0.0650366990676453,0.26052001318203194,0.8833333333333333,0.9333333333333333,0.050000000000000044,0.0007369638891162398,0.822270393371582,0.9281721115112305,0.10590171813964844,L5,0.7816901408450704,0.8896713615023473,0.00938967136150215,0.8896713615023473,"0.119718,0.291080,0.453052,0.619718,0.781690,0.889671,0.950704"
195053,A1,0.8999999999999999,125.0,17.0,124,140,0.8802816901408451,-0.019718309859154792,0.9166666666666666,0.07771275540567349,0.2937716864028,0.8833333333333333,0.9333333333333333,0.050000000000000044,0.0007369638891162398,0.822270393371582,0.9281721115112305,0.10590171813964844,L5,0.7816901408450704,0.8896713615023473,0.00938967136150215,0.8896713615023473,"0.119718,0.291080,0.453052,0.619718,0.781690,0.889671,0.950704"
195065,A2,0.7749999999999999,108.0,34.0,107,140,0.7605633802816901,-0.014436619718309784,0.7833333333333333,0.17024069298419628,0.5241128160204537,0.7833333333333333,0.8333333333333334,0.050000000000000044,0.0012734736003928624,0.6873149871826172,0.8268632888793945,0.13954830169677734,L4,0.6197183098591549,0.7816901408450704,0.021126760563380254,0.7816901408450704,"0.119718,0.291080,0.453052,0.619718,0.781690,0.889671,0.950704"
195056,A1,0.8999999999999999,125.0,17.0,124,140,0.8802816901408451,-0.019718309859154792,0.8166666666666667,0.15376909343384249,0.49328172572740864,0.8666666666666667,0.9333333333333333,0.06666666666666665,0.0007369638891162398,0.822270393371582,0.9281721115112305,0.10590171813964844,L5,0.7816901408450704,0.8896713615023473,0.00938967136150215,0.8896713615023473,"0.119718,0.291080,0.453052,0.619718,0.781690,0.889671,0.950704"
195058,A1,0.8999999999999999,129.0,13.0,128,140,0.9084507042253521,0.008450704225352212,0.85,0.1309164848244396,0.44024411027460897,0.8833333333333333,0.95,0.06666666666666665,0.0005815945609637337,0.8560552597045898,0.9499907493591309,0.09393548965454102,L6,0.8896713615023473,0.9507042253521126,0.018779342723004855,0.8896713615023473,"0.119718,0.291080,0.453052,0.619718,0.781690,0.889671,0.950704"
195093,A1,0.8999999999999999,131.0,11.0,130,140,0.9225352112676056,0.022535211267605715,0.9,0.09050783574687564,0.3283599394403873,0.9166666666666666,0.9833333333333333,0.06666666666666665,0.0004997482184548243,0.8734397888183594,0.9604129791259766,0.08697319030761719,L6,0.8896713615023473,0.9507042253521126,0.028169014084507005,0.9507042253521126,"0.119718,0.291080,0.453052,0.619718,0.781690,0.889671,0.950704"
195145,A1,0.8999999999999999,131.0,11.0,130,140,0.9225352112676056,0.022535211267605715,0.9666666666666667,0.034169807577861526,0.16320646941353523,0.85,0.9166666666666666,0.06666666666666665,0.0004997482184548243,0.8734397888183594,0.9604129791259766,0.08697319030761719,L6,0.8896713615023473,0.9507042253521126,0.028169014084507005,0.9507042253521126,"0.119718,0.291080,0.453052,0.619718,0.781690,0.889671,0.950704"
