item_id,cefr_true,cefr_hat,error_type,true_p_mid,alpha,beta,k_train,n_train,p_est,p_error,ci95_low,ci95_high,ci95_width,acc_test_mid,brier_test_mid,logloss_test_mid,cefr_conf,cefr_margin,cefr_entropy,d_to_boundary_true,nearest_boundary_true,d_to_boundary_hat,nearest_boundary_hat,acc_weak_test,acc_strong_test,gap_strong_weak_test,flag_entropy,flag_conf,flag_margin,flag_boundary,flag_gap,flag_review,T,n_test
1,A1,A2,adjacent,0.8516666666666667,116.0,26.0,115,140,0.8169014084507042,-0.034765258215962436,0.7494889171899428,0.8758675726361388,0.12637865544619598,0.8666666666666667,0.11803213648085699,0.40163602023954703,0.8468692822020973,0.6943681980565247,0.43218890288975126,0.0016666666666667052,0.85,0.03309859154929573,0.85,0.8166666666666667,0.9166666666666666,0.09999999999999998,0,0,0,1,0,1,200,60
2,A1,A2,adjacent,0.855,118.0,24.0,117,140,0.8309859154929577,-0.024014084507042233,0.7653607107522736,0.8877914195334009,0.12243070878112727,0.8,0.1609601269589368,0.5036685919591398,0.716588905260348,0.4333152139503794,0.5973321748977238,0.0050000000000000044,0.85,0.019014084507042228,0.85,0.85,0.9,0.050000000000000044,0,0,0,1,1,1,200,60
3,A1,A1,exact,0.8583333333333333,127.0,15.0,126,140,0.8943661971830986,0.03603286384976534,0.8390197377707314,0.9392234477150492,0.10020370994431782,0.8666666666666667,0.1163228195463863,0.3964582225235202,0.9468585852370608,0.8937171803022848,0.2076632293217955,0.008333333333333304,0.85,0.04436619718309864,0.85,0.85,0.9,0.050000000000000044,0,0,0,1,1,1,200,60
5,A1,A1,exact,0.865,124.0,18.0,123,140,0.8732394366197183,0.008239436619718266,0.8139893300103228,0.9225540121477858,0.10856468213746295,0.8,0.16536401507637374,0.5215274535379982,0.8033990287615416,0.6067984675828756,0.495659883825699,0.015000000000000013,0.85,0.02323943661971828,0.85,0.85,0.8333333333333334,-0.016666666666666607,0,0,0,0,1,1,200,60
7,A1,A1,exact,0.8716666666666666,127.0,15.0,126,140,0.8943661971830986,0.02269953051643203,0.8390197377707314,0.9392234477150492,0.10020370994431782,0.9166666666666666,0.07688619982807644,0.2896513782557012,0.9468585852370608,0.8937171803022848,0.2076632293217955,0.021666666666666612,0.85,0.04436619718309864,0.85,0.8833333333333333,0.8166666666666667,-0.06666666666666665,0,0,0,0,1,1,200,60
8,A1,A1,exact,0.875,131.0,11.0,130,140,0.9225352112676056,0.047535211267605626,0.8734399608148696,0.9604127867220287,0.08697282590715905,0.9333333333333333,0.062338821662368565,0.24578320442696125,0.9962631207556458,0.992526241536194,0.02461719211474494,0.025000000000000022,0.85,0.02746478873239433,0.95,0.9,0.8666666666666667,-0.033333333333333326,0,0,0,0,1,1,200,60
10,A1,A1,exact,0.8816666666666666,126.0,16.0,125,140,0.8873239436619719,0.0056572769953052715,0.8306124798602823,0.9337302830274316,0.10311780316714925,0.8666666666666667,0.11598227864841631,0.3947042419446756,0.9126836216110542,0.8253672797327731,0.29628510823277265,0.03166666666666662,0.85,0.03732394366197189,0.85,0.9,0.9166666666666666,0.016666666666666607,0,0,0,0,1,1,200,60
11,A1,A1,exact,0.885,126.0,16.0,125,140,0.8873239436619719,0.002323943661971861,0.8306124798602823,0.9337302830274316,0.10311780316714925,0.9166666666666666,0.07724988428221914,0.2915195827090908,0.9126836216110542,0.8253672797327731,0.29628510823277265,0.03500000000000003,0.85,0.03732394366197189,0.85,0.8833333333333333,0.9333333333333333,0.050000000000000044,0,0,0,0,1,1,200,60
12,A1,A1,exact,0.8883333333333333,131.0,11.0,130,140,0.9225352112676056,0.03420187793427232,0.8734399608148696,0.9604127867220287,0.08697282590715905,0.85,0.1327613568736362,0.4522250419605263,0.9962631207556458,0.992526241536194,0.02461719211474494,0.03833333333333333,0.85,0.02746478873239433,0.95,0.8333333333333334,0.8666666666666667,0.033333333333333326,0,0,0,0,1,1,200,60
13,A1,A1,exact,0.8916666666666666,130.0,12.0,129,140,0.9154929577464789,0.023826291079812267,0.8646992134214883,0.9552495575373726,0.09055034411588436,0.9166666666666666,0.07639026648151821,0.2868449238679769,0.9919690495625039,0.9839380992487784,0.04674355620497125,0.04166666666666663,0.85,0.03450704225352108,0.95,0.8666666666666667,0.8833333333333333,0.016666666666666607,0,0,0,0,1,1,200,60
