item_id,cefr_true,true_p_mid,alpha,beta,k_train,n_train,p_est,p_error,acc_test_mid,brier_test_mid,logloss_test_mid,acc_weak_test,acc_strong_test,gap_weak_strong_test,var_p,ci95_low,ci95_high,ci95_width,level_hat,band_hat_lo,band_hat_hi,d_to_boundary_hat,nearest_boundary_hat,learned_edges_q
97,B2,0.4542718915830086,72.0,70.0,71,140,0.5070422535211268,0.05277036193811813,0.43333333333333335,0.25098856047080603,0.695124435533,0.31666666666666665,0.5833333333333334,0.2666666666666667,0.0017479049417156935,0.4251289367675781,0.5887670516967773,0.16363811492919922,L3,0.38028169014084506,0.5422535211267606,0.03521126760563387,0.5422535211267606,"0.084507,0.246479,0.380282,0.542254,0.690141,0.827465,0.957746"
96,B2,0.4945423889678333,72.0,70.0,71,140,0.5070422535211268,0.012499864553293438,0.5833333333333334,0.248875884414468,0.6908988039879955,0.36666666666666664,0.6,0.23333333333333334,0.0017479049417156935,0.4251289367675781,0.5887670516967773,0.16363811492919922,L3,0.38028169014084506,0.5422535211267606,0.03521126760563387,0.5422535211267606,"0.084507,0.246479,0.380282,0.542254,0.690141,0.827465,0.957746"
111,B2,0.4683664434750417,72.0,70.0,71,140,0.5070422535211268,0.03867581004608506,0.5666666666666667,0.24911062619850557,0.6913683186041073,0.4,0.5833333333333334,0.18333333333333335,0.0017479049417156935,0.4251289367675781,0.5887670516967773,0.16363811492919922,L3,0.38028169014084506,0.5422535211267606,0.03521126760563387,0.5422535211267606,"0.084507,0.246479,0.380282,0.542254,0.690141,0.827465,0.957746"
106,B2,0.5075335283738494,72.0,70.0,71,140,0.5070422535211268,-0.0004912748527226007,0.5166666666666667,0.24981485155061825,0.6927768624524421,0.4166666666666667,0.7,0.28333333333333327,0.0017479049417156935,0.4251289367675781,0.5887670516967773,0.16363811492919922,L3,0.38028169014084506,0.5422535211267606,0.03521126760563387,0.5422535211267606,"0.084507,0.246479,0.380282,0.542254,0.690141,0.827465,0.957746"
93,B2,0.46692344133610464,69.0,73.0,68,140,0.4859154929577465,0.01899205162164186,0.5166666666666667,0.2506678569066984,0.6944833003376212,0.2,0.5833333333333334,0.38333333333333336,0.0017468645221075294,0.4043092727661133,0.5678977966308594,0.1635885238647461,L3,0.38028169014084506,0.5422535211267606,0.05633802816901412,0.5422535211267606,"0.084507,0.246479,0.380282,0.542254,0.690141,0.827465,0.957746"
101,B2,0.5362871036061411,73.0,69.0,72,140,0.5140845070422535,-0.022202596563887567,0.5333333333333333,0.249259406202473,0.6916656535100645,0.31666666666666665,0.65,0.33333333333333337,0.0017468645221075294,0.4321022033691406,0.5956907272338867,0.1635885238647461,L3,0.38028169014084506,0.5422535211267606,0.028169014084507116,0.5422535211267606,"0.084507,0.246479,0.380282,0.542254,0.690141,0.827465,0.957746"
91,B2,0.4228468154069753,68.0,74.0,67,140,0.4788732394366197,0.05602642402964442,0.6166666666666667,0.25537591747669114,0.7039056870143966,0.3333333333333333,0.5333333333333333,0.2,0.001745130489427256,0.3974018096923828,0.5609092712402344,0.16350746154785156,L3,0.38028169014084506,0.5422535211267606,0.06338028169014093,0.5422535211267606,"0.084507,0.246479,0.380282,0.542254,0.690141,0.827465,0.957746"
68,B1,0.5955925147093919,68.0,74.0,67,140,0.4788732394366197,-0.1167192752727722,0.65,0.25678436818091643,0.7067242666153319,0.38333333333333336,0.7333333333333333,0.3499999999999999,0.001745130489427256,0.3974018096923828,0.5609092712402344,0.16350746154785156,L3,0.38028169014084506,0.5422535211267606,0.06338028169014093,0.5422535211267606,"0.084507,0.246479,0.380282,0.542254,0.690141,0.827465,0.957746"
120,B2,0.4940963261053665,74.0,68.0,73,140,0.5211267605633803,0.02703043445801373,0.36666666666666664,0.25608014282880387,0.7053149768148643,0.36666666666666664,0.65,0.2833333333333334,0.001745130489427256,0.4390907287597656,0.6025981903076172,0.16350746154785156,L3,0.38028169014084506,0.5422535211267606,0.021126760563380365,0.5422535211267606,"0.084507,0.246479,0.380282,0.542254,0.690141,0.827465,0.957746"
69,B1,0.5546226751851909,75.0,67.0,74,140,0.528169014084507,-0.026453661100683923,0.48333333333333334,0.2517324604906434,0.6966166160400448,0.5333333333333333,0.6,0.06666666666666665,0.001742702843674873,0.44609642028808594,0.6094894409179688,0.1633930206298828,L3,0.38028169014084506,0.5422535211267606,0.014084507042253613,0.5422535211267606,"0.084507,0.246479,0.380282,0.542254,0.690141,0.827465,0.957746"
