item_id,cefr_true,true_p_mid,alpha,beta,k_train,n_train,p_est,p_error,acc_test_mid,brier_test_mid,logloss_test_mid,acc_weak_test,acc_strong_test,gap_weak_strong_test,var_p,ci95_low,ci95_high,ci95_width,level_hat,band_hat_lo,band_hat_hi,d_to_boundary_hat,nearest_boundary_hat,learned_edges_q
1,A1,0.9273956048555962,33.0,4.0,32,35,0.8918918918918919,-0.03550371296370436,1.0,0.011687363038714395,0.11441035117774417,1.0,0.9333333333333333,-0.06666666666666665,0.00253738802814194,0.7753105163574219,0.9688835144042969,0.193572998046875,L6,0.8153153153153151,0.972972972972973,0.0765765765765768,0.8153153153153151,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
2,A1,0.8938878439752052,29.0,8.0,28,35,0.7837837837837838,-0.11010406019142138,1.0,0.04674945215485758,0.24362208265775032,0.8,1.0,0.19999999999999996,0.004459651685825228,0.6397514343261719,0.8988494873046875,0.2590980529785156,L5,0.6756756756756757,0.8153153153153151,0.03153153153153132,0.8153153153153151,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
3,A1,0.9358597919911382,36.0,1.0,35,35,0.972972972972973,0.037113180981834804,1.0,0.0007304601899196465,0.027398974188114385,0.7333333333333333,1.0,0.2666666666666667,0.0006920149167659837,0.9026069641113281,0.9992969632148743,0.09668999910354614,L6,0.8153153153153151,0.972972972972973,0.0,0.972972972972973,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
4,A1,0.9197368029059363,33.0,4.0,32,35,0.8918918918918919,-0.027844911014044404,0.9333333333333333,0.06393961529096666,0.25509123120085014,0.8,1.0,0.19999999999999996,0.00253738802814194,0.7753105163574219,0.9688835144042969,0.193572998046875,L6,0.8153153153153151,0.972972972972973,0.0765765765765768,0.8153153153153151,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
5,A1,0.8594177347887649,31.0,6.0,30,35,0.8378378378378378,-0.021579896950927102,0.8666666666666667,0.11638665692719745,0.3958944061933572,0.6666666666666666,1.0,0.33333333333333337,0.003575410403290915,0.7050247192382812,0.936279296875,0.23125457763671875,L6,0.8153153153153151,0.972972972972973,0.022522522522522737,0.8153153153153151,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
6,A1,0.9475622351636755,34.0,3.0,33,35,0.918918918918919,-0.028643316244756578,0.9333333333333333,0.0624299975651327,0.24640727042459976,0.8666666666666667,1.0,0.1333333333333333,0.0019607089308369538,0.8133621215820312,0.9824733734130859,0.1691112518310547,L6,0.8153153153153151,0.972972972972973,0.05405405405405406,0.972972972972973,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
7,A1,0.9261139701990353,33.0,4.0,32,35,0.8918918918918919,-0.03422207830714341,1.0,0.011687363038714395,0.11441035117774417,0.9333333333333333,1.0,0.06666666666666665,0.00253738802814194,0.7753105163574219,0.9688835144042969,0.193572998046875,L6,0.8153153153153151,0.972972972972973,0.0765765765765768,0.8153153153153151,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
8,A1,0.9286064305276953,34.0,3.0,33,35,0.918918918918919,-0.009687511608776345,1.0,0.006574141709276836,0.084557388028063,0.8666666666666667,0.9333333333333333,0.06666666666666665,0.0019607089308369538,0.8133621215820312,0.9824733734130859,0.1691112518310547,L6,0.8153153153153151,0.972972972972973,0.05405405405405406,0.972972972972973,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
9,A1,0.8628113632675546,34.0,3.0,33,35,0.918918918918919,0.05610755565136438,0.9333333333333333,0.0624299975651327,0.2464072704245997,0.6666666666666666,1.0,0.33333333333333337,0.0019607089308369538,0.8133621215820312,0.9824733734130859,0.1691112518310547,L6,0.8153153153153151,0.972972972972973,0.05405405405405406,0.972972972972973,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
10,A1,0.8950385937895566,32.0,5.0,31,35,0.8648648648648649,-0.030173728924691723,0.8666666666666667,0.11555880204528855,0.39268840855991466,1.0,0.9333333333333333,-0.06666666666666665,0.0030756218522932604,0.7393894195556641,0.9533224105834961,0.21393299102783203,L6,0.8153153153153151,0.972972972972973,0.04954954954954982,0.8153153153153151,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
11,A1,0.8870798024232581,31.0,6.0,30,35,0.8378378378378378,-0.049241964585420295,0.8666666666666667,0.11638665692719745,0.3958944061933572,0.8,1.0,0.19999999999999996,0.003575410403290915,0.7050247192382812,0.936279296875,0.23125457763671875,L6,0.8153153153153151,0.972972972972973,0.022522522522522737,0.8153153153153151,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
12,A1,0.9426764988848602,35.0,2.0,34,35,0.9459459459459459,0.003269447061085784,1.0,0.002921840759678599,0.055569851154810744,0.8,1.0,0.19999999999999996,0.0013455845603783014,0.8547096252441406,0.9931998252868652,0.1384902000427246,L6,0.8153153153153151,0.972972972972973,0.027027027027027084,0.972972972972973,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
13,A1,0.9143865120080664,34.0,3.0,33,35,0.918918918918919,0.004532406910852549,0.9333333333333333,0.0624299975651327,0.24640727042459976,0.8666666666666667,1.0,0.1333333333333333,0.0019607089308369538,0.8133621215820312,0.9824733734130859,0.1691112518310547,L6,0.8153153153153151,0.972972972972973,0.05405405405405406,0.972972972972973,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
14,A1,0.9322761613270829,32.0,5.0,31,35,0.8648648648648649,-0.067411296462218,1.0,0.018261504747991215,0.14518200984449783,0.8666666666666667,0.9333333333333333,0.06666666666666665,0.0030756218522932604,0.7393894195556641,0.9533224105834961,0.21393299102783203,L6,0.8153153153153151,0.972972972972973,0.04954954954954982,0.8153153153153151,"0.081081,0.265766,0.405405,0.540541,0.675676,0.815315,0.972973"
