item_id,cefr_true,cefr_hat,error_type,true_p_mid,alpha,beta,p_est,p_error,cefr_conf,cefr_margin,cefr_entropy,d_to_boundary_true,nearest_boundary_true,d_to_boundary_hat,nearest_boundary_hat,acc_weak_test,acc_strong_test,gap_strong_weak_test,flag_entropy,flag_conf,flag_margin,flag_boundary,flag_gap,flag_review,T,n_train,n_test
1,A1,A1,exact,0.9273956048555962,65.0,7.0,0.9027777777777778,-0.024617827077818455,0.9177290934266944,0.8354701390677266,0.28439854971130957,0.02260439514440371,0.95,0.047222222222222165,0.95,0.9666666666666667,0.8666666666666667,-0.09999999999999998,0,0,0,0,1,1,100,70,30
2,A1,A1,exact,0.8938878439752052,66.0,6.0,0.9166666666666666,0.022778822691461476,0.9592990711220278,0.9186007944167096,0.17019359126555364,0.043887843975205176,0.85,0.033333333333333326,0.95,0.9666666666666667,0.8333333333333334,-0.1333333333333333,0,0,0,0,1,1,100,70,30
3,A1,A1,exact,0.9358597919911382,67.0,5.0,0.9305555555555556,-0.005304236435582643,0.9817212459592277,0.9634430201099597,0.09126858300833594,0.014140208008861732,0.95,0.019444444444444375,0.95,0.9333333333333333,0.9333333333333333,0.0,0,0,0,0,1,1,100,70,30
4,A1,A1,exact,0.9197368029059363,64.0,8.0,0.8888888888888888,-0.03084791401704745,0.8501670312383596,0.7003819305447179,0.42285239005444786,0.030263197094063665,0.95,0.03888888888888886,0.85,0.8666666666666667,0.9,0.033333333333333326,0,0,0,0,1,1,100,70,30
5,A1,A1,exact,0.8594177347887649,62.0,10.0,0.8611111111111112,0.0016933763223462295,0.6349885753618129,0.27051181399952007,0.6602707735737817,0.009417734788764953,0.85,0.011111111111111183,0.85,0.9,0.9,0.0,1,0,0,1,1,1,100,70,30
6,A1,A1,exact,0.9475622351636755,70.0,2.0,0.9722222222222222,0.024659987058546662,0.9989379187145533,0.9978758399725414,0.008334180586362617,0.0024377648363244075,0.95,0.022222222222222254,0.95,0.9666666666666667,0.9333333333333333,-0.033333333333333326,0,0,0,1,1,1,100,70,30
7,A1,A1,exact,0.9261139701990353,65.0,7.0,0.9027777777777778,-0.023336192421257507,0.9177290934266944,0.8354701390677266,0.28439854971130957,0.02388602980096466,0.95,0.047222222222222165,0.95,0.9333333333333333,0.9666666666666667,0.033333333333333326,0,0,0,0,1,1,100,70,30
8,A1,A1,exact,0.9286064305276953,68.0,4.0,0.9444444444444444,0.015838013916749105,0.9924520715400491,0.9849042388884058,0.04440336451921712,0.02139356947230464,0.95,0.005555555555555536,0.95,1.0,0.8666666666666667,-0.1333333333333333,0,0,0,0,1,1,100,70,30
9,A1,A2,adjacent,0.8628113632675546,57.0,15.0,0.7916666666666666,-0.07114469660088796,0.8609166966099194,0.7572358476216504,0.48226429588194913,0.01281136326755461,0.85,0.05833333333333335,0.85,0.9,0.8333333333333334,-0.06666666666666665,0,0,0,0,1,1,100,70,30
10,A1,A1,exact,0.8950385937895566,63.0,9.0,0.875,-0.020038593789556636,0.7542779498235398,0.5087256875127252,0.5589917034319739,0.04503859378955666,0.85,0.025000000000000022,0.85,0.8666666666666667,0.8333333333333334,-0.033333333333333326,0,0,0,0,1,1,100,70,30
