item_id,cefr_true,cefr_hat,error_type,true_p_mid,alpha,beta,p_est,p_error,cefr_conf,cefr_margin,cefr_entropy,d_to_boundary_true,nearest_boundary_true,d_to_boundary_hat,nearest_boundary_hat,acc_weak_test,acc_strong_test,gap_strong_weak_test,flag_entropy,flag_conf,flag_margin,flag_boundary,flag_gap,flag_review,T,n_train,n_test
1,A1,A1,exact,0.9273956048555962,122.0,13.0,0.9037037037037037,-0.02369190115189257,0.9722942170164713,0.944588437735848,0.12667454514253804,0.02260439514440371,0.95,0.04629629629629628,0.95,0.8596491228070176,0.9298245614035088,0.07017543859649122,0,0,0,0,0,0,190,133,57
2,A1,A1,exact,0.8938878439752052,119.0,16.0,0.8814814814814815,-0.012406362493723622,0.8688653139517426,0.7377308299777006,0.3885409263140729,0.043887843975205176,0.85,0.031481481481481555,0.85,0.9298245614035088,0.9298245614035088,0.0,0,0,0,0,1,1,190,133,57
3,A1,A1,exact,0.9358597919911382,129.0,6.0,0.9555555555555556,0.01969576356441738,0.9999249696308843,0.9998499392617962,0.0007876374231367725,0.014140208008861732,0.95,0.005555555555555647,0.95,0.9122807017543859,0.9473684210526315,0.03508771929824561,0,0,0,0,1,1,190,133,57
4,A1,A1,exact,0.9197368029059363,126.0,9.0,0.9333333333333333,0.013596530427397058,0.998668453509865,0.9973369070260143,0.010147380688946422,0.030263197094063665,0.95,0.016666666666666607,0.95,0.8245614035087719,0.9649122807017544,0.14035087719298245,0,0,0,0,0,0,190,133,57
5,A1,A1,exact,0.8594177347887649,117.0,18.0,0.8666666666666667,0.007248931877901765,0.7295282233546259,0.4590584812773574,0.5837535531630912,0.009417734788764953,0.85,0.01666666666666672,0.85,0.9298245614035088,0.8070175438596491,-0.1228070175438597,0,0,0,1,1,1,190,133,57
6,A1,A1,exact,0.9475622351636755,130.0,5.0,0.9629629629629629,0.015400727799287361,0.9999733622331809,0.999946724466366,0.00030721793370221703,0.0024377648363244075,0.95,0.012962962962962954,0.95,0.8771929824561403,0.9473684210526315,0.07017543859649122,0,0,0,1,0,1,190,133,57
7,A1,A1,exact,0.9261139701990353,125.0,10.0,0.9259259259259259,-0.00018804427310936678,0.9968622074121348,0.9937244148586649,0.021219841439050584,0.02388602980096466,0.95,0.024074074074074026,0.95,0.9298245614035088,0.8947368421052632,-0.03508771929824561,0,0,0,0,1,1,190,133,57
8,A1,A1,exact,0.9286064305276953,129.0,6.0,0.9555555555555556,0.026949125027860288,0.9999249696308843,0.9998499392617962,0.0007876374231367725,0.02139356947230464,0.95,0.005555555555555647,0.95,0.9298245614035088,0.9473684210526315,0.01754385964912275,0,0,0,0,1,1,190,133,57
9,A1,A1,exact,0.8628113632675546,116.0,19.0,0.8592592592592593,-0.0035521040082953093,0.6414861019174978,0.2829780587978726,0.6526287403250354,0.01281136326755461,0.85,0.0092592592592593,0.85,0.8070175438596491,0.8947368421052632,0.08771929824561409,1,0,0,0,0,1,190,133,57
10,A1,A1,exact,0.8950385937895566,120.0,15.0,0.8888888888888888,-0.006149704900667796,0.9165168317959878,0.8330337209765311,0.28719599629384174,0.04503859378955666,0.85,0.03888888888888886,0.85,0.8947368421052632,0.9122807017543859,0.01754385964912275,0,0,0,0,1,1,190,133,57
11,A1,A1,exact,0.8870798024232581,120.0,15.0,0.8888888888888888,0.001809086465630716,0.9165168317959878,0.8330337209765311,0.28719599629384174,0.037079802423258146,0.85,0.03888888888888886,0.85,0.8596491228070176,0.9122807017543859,0.05263157894736836,0,0,0,0,0,0,190,133,57
