item_id,cefr_true,cefr_hat,error_type,true_p_mid,alpha,beta,k_train,n_train,p_est,p_error,ci95_low,ci95_high,ci95_width,acc_test_mid,brier_test_mid,logloss_test_mid,cefr_conf,cefr_margin,cefr_entropy,d_to_boundary_true,nearest_boundary_true,d_to_boundary_hat,nearest_boundary_hat,acc_weak_test,acc_strong_test,gap_strong_weak_test,flag_entropy,flag_conf,flag_margin,flag_boundary,flag_gap,flag_review,T,n_test
1,A1,A1,exact,0.9273956048555962,104.0,10.0,103,112,0.9122807017543859,-0.01511490310121033,0.8541873732297185,0.9567440337570913,0.10255666052737278,0.875,0.11076485072329949,0.38453327502153867,0.9799658836986056,0.9599317794113502,0.09817204234328952,0.02260439514440371,0.95,0.03771929824561404,0.95,0.8541666666666666,0.9166666666666666,0.0625,0,0,0,0,0,0,160,48
2,A1,A1,exact,0.8938878439752052,103.0,11.0,102,112,0.9035087719298246,0.00962092795461944,0.8432715383282438,0.9503966219121548,0.10712508358391104,0.7916666666666666,0.17743921206525082,0.5674764842130401,0.9608454671697654,0.9216909877470228,0.1652486113204136,0.043887843975205176,0.85,0.04649122807017536,0.95,0.9166666666666666,0.9375,0.02083333333333337,0,0,0,0,1,1,160,48
3,A1,A1,exact,0.9358597919911382,109.0,5.0,108,112,0.956140350877193,0.020280558886054734,0.9118435567702771,0.985478950228814,0.07363539345853698,0.9791666666666666,0.020929516774392126,0.10905702386941518,0.9997503541415972,0.9995007082854555,0.002320543856986711,0.014140208008861732,0.95,0.0061403508771930015,0.95,0.9375,0.9791666666666666,0.04166666666666663,0,0,0,0,1,1,160,48
4,A1,A1,exact,0.9197368029059363,105.0,9.0,104,112,0.9210526315789473,0.0013158286730110547,0.8652636100621551,0.9629337354387874,0.09767012537663222,0.9166666666666666,0.07640812557710064,0.2869660793054141,0.9905148031826374,0.9810296088494609,0.05362237387673829,0.030263197094063665,0.95,0.02894736842105261,0.95,0.8333333333333334,0.9375,0.10416666666666663,0,0,0,0,0,0,160,48
5,A1,A1,exact,0.8594177347887649,98.0,16.0,97,112,0.8596491228070176,0.00023138801825262068,0.7905263802279534,0.916847873027636,0.12632149279968263,0.9166666666666666,0.0796398891966759,0.30226253275982273,0.6386449474614267,0.27731589304508475,0.6544678696247535,0.009417734788764953,0.85,0.009649122807017574,0.85,0.875,0.8125,-0.0625,1,0,0,1,1,1,160,48
6,A1,A1,exact,0.9475622351636755,110.0,4.0,109,112,0.9649122807017544,0.01735004553807884,0.9243715866933057,0.9902724458195713,0.06590085912626564,0.9375,0.05934518313327178,0.2428547078941121,0.9999106606023437,0.999821321205033,0.0009222527960906855,0.0024377648363244075,0.95,0.014912280701754432,0.95,0.9375,0.9791666666666666,0.04166666666666663,0,0,0,1,1,1,160,48
7,A1,A1,exact,0.9261139701990353,106.0,8.0,105,112,0.9298245614035088,0.003710591204473479,0.8765258838798844,0.9689411444010569,0.09241526052117255,0.9583333333333334,0.0407433056325023,0.1804259189671046,0.9958244075863457,0.9916488156475539,0.02704284963161078,0.02388602980096466,0.95,0.02017543859649118,0.95,0.9166666666666666,0.9583333333333334,0.04166666666666674,0,0,0,0,1,1,160,48
8,A1,A1,exact,0.9286064305276953,108.0,6.0,107,112,0.9473684210526315,0.018761990524936212,0.8997580218544156,0.9802675107996484,0.0805094889452328,0.9583333333333334,0.04005078485687904,0.17449937784928263,0.9993287252873057,0.9986574505887991,0.0055756056873766426,0.02139356947230464,0.95,0.0026315789473684292,0.95,0.9375,1.0,0.0625,0,0,0,0,0,0,160,48
9,A1,A1,exact,0.8628113632675546,97.0,17.0,96,112,0.8508771929824561,-0.011934170285098467,0.7802677060102549,0.9098503525352858,0.12958264652503093,0.9583333333333334,0.05147737765466296,0.23404987132641128,0.5349601044847753,0.06999120753155114,0.6913956402642377,0.01281136326755461,0.85,0.0008771929824561431,0.85,0.8125,0.8541666666666666,0.04166666666666663,1,1,1,0,1,1,160,48
10,A1,A1,exact,0.8950385937895566,103.0,11.0,102,112,0.9035087719298246,0.008470178140267959,0.8432715383282438,0.9503966219121548,0.10712508358391104,0.875,0.11018775007694677,0.3810736745937679,0.9608454671697654,0.9216909877470228,0.1652486113204136,0.04503859378955666,0.85,0.04649122807017536,0.95,0.8541666666666666,0.9166666666666666,0.0625,0,0,0,0,0,0,160,48
11,A1,A1,exact,0.8870798024232581,102.0,12.0,101,112,0.8947368421052632,0.00765703968200504,0.832496253088374,0.9439106598898893,0.11141440680151526,0.9166666666666666,0.07686980609418283,0.28956448206824703,0.9293056205205071,0.8586114586929137,0.25543437889398046,0.037079802423258146,0.85,0.044736842105263186,0.85,0.8541666666666666,0.9375,0.08333333333333337,0,0,0,0,0,0,160,48
12,A1,A1,exact,0.9426764988848602,111.0,3.0,110,112,0.9736842105263158,0.03100771164145566,0.9375258478548559,0.9944912016466039,0.05696535379174794,0.9166666666666666,0.07963988919667592,0.3275780731358468,0.999969004904211,0.9999380098084732,0.0003527759440275116,0.007323501115139797,0.95,0.023684210526315863,0.95,0.875,1.0,0.125,0,0,0,1,0,1,160,48
13,A1,A1,exact,0.9143865120080664,106.0,8.0,105,112,0.9298245614035088,0.015438049395442355,0.8765258838798844,0.9689411444010569,0.09241526052117255,0.9166666666666666,0.0765620190827947,0.2880924836517809,0.9958244075863457,0.9916488156475539,0.02704284963161078,0.035613487991933535,0.95,0.02017543859649118,0.95,0.9375,0.875,-0.0625,0,0,0,0,1,1,160,48
14,A1,A1,exact,0.9322761613270829,107.0,7.0,106,112,0.9385964912280702,0.006320329900987298,0.8880083046051744,0.9747338322397362,0.08672552763456176,0.9166666666666666,0.07686980609418283,0.29061283771647206,0.9982779856595183,0.9965559714036464,0.012679880341739133,0.017723838672917047,0.95,0.011403508771929749,0.95,0.9375,0.9583333333333334,0.02083333333333337,0,0,0,0,1,1,160,48
15,A1,A1,exact,0.8943414198827331,101.0,13.0,100,112,0.8859649122807017,-0.008376507602031347,0.8218457668641272,0.9373014243803799,0.11545565751625264,0.875,0.1094952293013235,0.3773493264757013,0.8819053510829462,0.7638115155394872,0.36312192492601614,0.0443414198827331,0.85,0.035964912280701755,0.85,0.875,0.9166666666666666,0.04166666666666663,0,0,0,0,1,1,160,48
