item_id,cefr_true,cefr_hat,error_type,true_p_mid,alpha,beta,k_train,n_train,p_est,p_error,ci95_low,ci95_high,ci95_width,acc_test_mid,brier_test_mid,logloss_test_mid,cefr_conf,cefr_margin,cefr_entropy,d_to_boundary_true,nearest_boundary_true,d_to_boundary_hat,nearest_boundary_hat,acc_weak_test,acc_strong_test,gap_strong_weak_test,flag_entropy,flag_conf,flag_margin,flag_boundary,flag_gap,flag_review,T,n_test
1,A1,A1,exact,0.9273956048555962,128.0,14.0,127,140,0.9014084507042254,-0.025987154151370873,0.8474983837071242,0.944645838522637,0.09714745481551279,0.9333333333333333,0.06324142035310452,0.2513283226352675,0.969703640023069,0.9394072825075693,0.13577088313755653,0.02260439514440371,0.95,0.04859154929577458,0.95,0.8833333333333333,0.9333333333333333,0.050000000000000044,0,0,0,0,1,1,200,60
2,A1,A1,exact,0.8938878439752052,125.0,17.0,124,140,0.8802816901408451,-0.013606153834360035,0.8222706950993113,0.9281721485760963,0.10590145347678503,0.85,0.12841698075778618,0.42677837928587237,0.8651380638800776,0.7302762542680292,0.3955275138027501,0.043887843975205176,0.85,0.03028169014084514,0.85,0.9333333333333333,0.9333333333333333,0.0,0,0,0,0,1,1,200,60
3,A1,A1,exact,0.9358597919911382,136.0,6.0,135,140,0.9577464788732394,0.02188668688210116,0.9191876650518727,0.984225991029801,0.06503832597792836,0.9333333333333333,0.06281822389737485,0.2512318662990752,0.9999642336652286,0.9999284673304606,0.00040195955253494875,0.014140208008861732,0.95,0.007746478873239426,0.95,0.9166666666666666,0.9166666666666666,0.0,0,0,0,0,1,1,200,60
4,A1,A1,exact,0.9197368029059363,132.0,10.0,131,140,0.9295774647887324,0.009840661882796087,0.8822902387071245,0.965468089957786,0.08317785125066146,0.9333333333333333,0.062236328770746537,0.24503959032104486,0.9983678397441247,0.9967356794929332,0.012105788794652484,0.030263197094063665,0.95,0.02042253521126758,0.95,0.8333333333333334,0.95,0.11666666666666659,0,0,0,0,0,0,200,60
5,A1,A1,exact,0.8594177347887649,124.0,18.0,123,140,0.8732394366197183,0.013821701830953326,0.8139893300103228,0.9225540121477858,0.10856468213746295,0.8,0.16536401507637374,0.5215274535379982,0.8033990287615416,0.6067984675828756,0.495659883825699,0.009417734788764953,0.85,0.02323943661971828,0.85,0.85,0.8166666666666667,-0.033333333333333326,0,0,0,1,1,1,200,60
6,A1,A1,exact,0.9475622351636755,137.0,5.0,136,140,0.9647887323943662,0.017226497230690696,0.9289588658113713,0.9883874261352109,0.059428560323839585,0.9333333333333333,0.06321166435231104,0.2565489993327375,0.9999874518400357,0.9999749036800719,0.00015416593254793042,0.0024377648363244075,0.95,0.014788732394366289,0.95,0.8666666666666667,0.95,0.08333333333333326,0,0,0,1,0,1,200,60
7,A1,A1,exact,0.9261139701990353,132.0,10.0,131,140,0.9295774647887324,0.0034634945896970804,0.8822902387071245,0.965468089957786,0.08317785125066146,1.0,0.00495933346558223,0.07302513501488991,0.9983678397441247,0.9967356794929332,0.012105788794652484,0.02388602980096466,0.95,0.02042253521126758,0.95,0.95,0.8833333333333333,-0.06666666666666665,0,0,0,0,1,1,200,60
8,A1,A1,exact,0.9286064305276953,136.0,6.0,135,140,0.9577464788732394,0.029140048345544067,0.9191876650518727,0.984225991029801,0.06503832597792836,0.9333333333333333,0.06281822389737485,0.2512318662990752,0.9999642336652286,0.9999284673304606,0.00040195955253494875,0.02139356947230464,0.95,0.007746478873239426,0.95,0.9666666666666667,0.95,-0.01666666666666672,0,0,0,0,1,1,200,60
9,A1,A1,exact,0.8628113632675546,123.0,19.0,122,140,0.8661971830985915,0.003385819831036918,0.8057640263800252,0.9168801646214716,0.1111161382414464,0.9333333333333333,0.06672948489056404,0.2681590606425751,0.7283131405500094,0.45662752827631053,0.5849459966056559,0.01281136326755461,0.85,0.016197183098591528,0.85,0.8166666666666667,0.9,0.08333333333333337,0,0,0,0,0,0,200,60
10,A1,A1,exact,0.8950385937895566,127.0,15.0,126,140,0.8943661971830986,-0.0006723966064580145,0.8390197377707314,0.9392234477150492,0.10020370994431782,0.8666666666666667,0.1163228195463863,0.3964582225235202,0.9468585852370608,0.8937171803022848,0.2076632293217955,0.04503859378955666,0.85,0.04436619718309864,0.85,0.9166666666666666,0.9333333333333333,0.01666666666666672,0,0,0,0,1,1,200,60
